packet_size,src_port,dest_port,duration,protocol_type,true_label
1290,14587,22,2.7399564582227853,1,0
1443,33771,22,1.723964586971539,0,0
1765,9597,80,1.7585084110703821,0,0
7362,411,57017,171.18046571681077,2,1
9896,290,59028,83.00916047772134,3,1
1772,65032,443,2.3879769649154494,0,0
1365,33123,443,4.94176203344372,0,0
1391,16466,22,3.716401058415914,0,0
8015,565,58587,228.69392633542526,2,1
1214,1686,80,5.8015893444000675,0,0
1354,10452,443,5.565296943553135,0,0
1432,61103,443,4.821580340663563,1,0
1365,51272,80,4.843226282404584,0,0
13973,534,59375,216.998490609036,2,1
1091,53192,53,5.796115522355565,0,0
2175,4545,80,3.511058979248697,0,0
1554,49852,22,3.8463867968247154,0,0
12605,827,63702,297.32775441027616,2,1
1215,39079,22,5.003296308986888,0,0
1368,49331,80,4.004247596653787,0,0
11306,583,52843,216.19667526180712,2,1
14546,381,65279,210.6161963893411,2,1
1592,13001,80,1.9575337471278909,0,0
1680,36596,53,5.664938165547963,0,0
13499,399,63505,215.97905681276416,2,1
1334,35603,53,3.9035745345597532,0,0
1232,31300,443,0.988435886645336,0,0
1829,24776,80,5.674880900016369,0,0
8459,727,55270,217.692527832247,3,1
1886,43715,22,3.7095544348949607,0,0
1844,63083,53,2.652310223968076,0,0
1272,23809,80,5.8961651311606165,1,0
1629,12226,53,0.32087672380847393,0,0
1841,51082,22,3.71394930393174,0,0
11965,14,57247,100.57282555161808,2,1
1533,31440,53,1.3180806606280726,0,0
10755,988,62513,206.1073392773888,2,1
2019,33033,443,1.4603969780661463,0,0
7847,807,61511,171.97227469141748,2,1
1595,21577,22,2.3778079166367236,1,0
1176,35852,53,5.3726201171204275,0,0
1212,2055,22,2.0377694284262144,0,0
1145,53823,53,1.7117605999752858,1,0
14966,660,57995,272.9861960442764,3,1
13706,713,54234,204.15477393907634,3,1
1550,19254,22,3.208017104255658,0,0
15064,72,56209,198.95151347257982,3,1
1466,52822,22,5.6894398592566855,0,0
1623,45315,80,0.10637703100709431,0,0
1148,61095,53,0.7540282343686723,0,0
15983,468,63318,218.34684541907373,3,1
1536,35768,443,2.688204211708973,0,0
1162,25060,443,2.1236095089979665,1,0
1508,37206,22,4.577792708963337,0,0
1454,21966,80,2.725486895521889,0,0
1349,24822,22,4.944745765520482,0,0
1339,41575,22,5.359935756339434,0,0
8325,638,56715,251.05162252547336,2,1
1420,4539,80,4.691362493148101,1,0
9159,390,57201,57.97779498974295,2,1
1351,6398,443,0.9904647367353135,0,0
1082,59832,443,1.2490856673635427,0,0
1507,27153,22,2.2737144251472308,1,0
1638,5497,22,1.334076559191016,1,0
1402,25520,22,3.0310724034929692,0,0
10847,304,62666,35.56788620057985,3,1
14693,145,58606,57.78925684831364,2,1
1427,5913,22,0.2458369235339834,0,0
13450,652,60438,167.47118534173086,2,1
1620,11214,22,3.1220835418839616,1,0
1752,15298,53,3.3882399754318873,0,0
1514,9461,443,5.249748070771743,0,0
13322,891,62597,274.28186770708453,3,1
1359,14224,22,1.7411438112933777,0,0
1039,52168,22,0.9851187968009125,1,0
1608,38456,53,4.106284200478049,0,0
8262,773,53214,217.57551446187696,3,1
1581,36694,80,4.83712435108835,0,0
1366,62860,80,1.5887816892973332,0,0
1419,25599,22,5.657169120168522,0,0
1357,56217,53,3.1141453019900447,0,0
1630,44286,443,2.250027422439516,0,0
1650,40205,53,2.425473059531616,1,0
1564,26765,22,3.067921405984634,0,0
1734,52357,80,4.256631933600988,0,0
1819,29970,443,5.4727974940033395,1,0
1329,21258,443,3.7002819925192787,0,0
1489,24481,80,3.314398430588684,1,0
1661,6263,80,5.8013592039720745,0,0
1055,9487,80,1.0435183992626123,1,0
1074,40308,53,1.584292309186827,1,0
1826,27353,443,0.38337334283103636,0,0
1415,18983,22,4.419142516321197,0,0
1397,25300,22,3.7973694149514,0,0
1702,63101,53,3.554386903814236,0,0
1596,39221,80,0.18221280514363325,0,0
1415,61869,53,2.260670285475052,0,0
1658,20223,53,4.243466546013975,0,0
1442,45211,80,0.4691179165230491,0,0
1564,2104,53,4.180948846623853,0,0
1460,64056,80,2.879641956684239,0,0
1057,63829,53,1.7096650863942418,0,0
1577,48479,22,2.676324591928115,0,0
1570,10886,53,4.4325153576705745,0,0
16201,657,60991,258.47167167789695,3,1
1592,55732,22,4.039951302420266,0,0
1320,7280,80,2.7870719776302124,0,0
1430,58767,53,2.3957398276177524,0,0
9204,143,60099,47.19125992776291,3,1
1370,64686,443,3.277340265635936,0,0
1274,20647,443,2.500939635970268,0,0
1397,5844,22,1.4985653287433858,1,0
1205,47121,22,5.9379015268833815,0,0
1653,10990,53,5.235139784482117,0,0
13078,380,52966,126.74728077563803,3,1
1497,10590,443,3.6850193555887714,0,0
1484,11820,443,5.78023147093997,0,0
1306,40642,22,5.04134242900547,0,0
9532,281,58376,138.7546339929283,2,1
2075,24245,80,4.041603334817638,0,0
1313,51484,80,3.667529975619399,0,0
13044,191,65138,248.74136667196635,3,1
1535,21678,22,5.969356352017666,0,0
13348,21,53151,133.3401201833654,2,1
1586,23012,53,0.24156871141965436,1,0
1527,9296,443,5.380810252936818,0,0
1436,53153,443,1.8391125610062653,0,0
1332,2269,443,5.252944109826649,0,0
15397,639,58665,179.14233223140607,2,1
1535,1130,80,3.998986076528677,0,0
1564,50067,80,4.1471671480191965,0,0
1362,56622,53,2.635291027629861,0,0
1430,18625,80,4.317929952540829,0,0
2052,58827,53,5.288071765319341,0,0
13190,549,55464,243.19633882358949,2,1
1357,61622,22,3.3138070028235735,0,0
1416,49921,53,2.5228287278447734,0,0
1722,38467,80,2.7220733451530337,0,0
13067,946,49219,38.001131193907185,2,1
9269,679,61691,150.75461333097718,2,1
1537,6563,443,0.4072160623640341,1,0
12420,415,53471,139.61780825053233,3,1
1805,50003,443,2.7615780340474654,0,0
1717,52690,443,4.929165542479279,1,0
1208,18905,443,2.127127069639788,0,0
1406,14254,22,5.854168465069781,0,0
1366,28627,53,0.8892274698231767,0,0
1542,20386,22,0.6934901081789127,1,0
1609,12250,53,1.5611000699577218,1,0
1705,47069,22,4.093347008688368,0,0
11367,431,55111,73.04992217601402,2,1
9130,747,63845,256.23759167088156,3,1
1484,61736,53,1.686706871570642,0,0
10359,648,64888,249.39193180553582,2,1
1664,20360,53,3.5553819044724553,0,0
1059,48045,80,2.674835509028471,0,0
1311,50434,80,5.0371467280801445,0,0
1295,61738,53,3.7978080368436364,0,0
1680,42214,53,4.805401282434585,1,0
2040,64642,22,3.301685197692404,0,0
2269,13189,53,4.275119362827346,0,0
1825,20348,443,3.0481883298408663,0,0
1311,3401,53,2.932331551464674,0,0
961,49316,443,4.442389960811103,1,0
1008,62338,443,1.8492711929824175,0,0
7657,822,60527,248.56774978985695,3,1
1365,11686,22,5.5790310456966585,0,0
1743,18963,443,0.5076183004752413,1,0
1829,60291,53,1.371113642904239,1,0
1789,50916,80,5.817514245842379,1,0
1091,18247,80,0.4257377513458376,1,0
2015,55916,22,0.367584190354702,1,0
1120,63369,443,2.876349704110842,0,0
7375,452,60322,71.3964482304284,3,1
10386,792,62811,76.93530824407273,3,1
1723,25052,53,1.0434945483516964,0,0
1608,22273,443,5.417597986421553,0,0
1372,18280,53,5.234576180331636,0,0
1429,7131,443,4.017198564778895,1,0
948,10419,53,4.333038845035415,1,0
1258,11831,80,3.6372332197061215,0,0
18075,167,63576,119.60317481700744,2,1
1633,31812,53,0.593660071340418,0,0
1477,19977,443,4.567975233041492,1,0
1747,17700,22,5.891588639504037,1,0
1846,14312,443,3.750043708633226,0,0
1350,5155,80,4.140892187893568,0,0
1253,11464,22,1.954553998999531,0,0
1242,8246,22,3.284993332927094,0,0
1834,21189,53,1.827270362999104,0,0
1888,25020,22,1.0579247975140134,0,0
1402,17513,80,4.2265717062188,0,0
1235,53205,443,2.3957145299693408,0,0
1095,35498,443,5.236003048161788,0,0
1454,38328,443,3.746747430573988,0,0
973,58278,443,4.060188570283477,1,0
1503,34206,80,5.663846037017772,0,0
1252,18206,53,1.9128448576405448,1,0
14926,307,63225,91.05963147177636,3,1
1421,26318,22,5.283401263796049,0,0
1055,35320,22,0.1590407028439319,0,0
1813,55643,53,4.009927301011583,0,0
1314,57411,22,4.522716396796977,0,0
1100,46430,22,0.5861145143175085,0,0
1909,37717,443,2.7922435963231202,0,0
1471,11890,443,1.189989950622317,0,0
1583,22828,80,4.522142277526641,0,0
1386,40279,22,5.609535293860504,1,0
11886,489,55642,86.57734915249654,3,1
12578,163,59762,105.49798580675416,2,1
1191,47822,80,5.087869303934886,0,0
1697,31128,80,1.2233750885244548,0,0
10261,809,59987,90.52105786821869,2,1
1109,17887,53,2.617748025220988,0,0
1605,4560,80,3.0013956951514182,0,0
1496,23215,22,3.1882742210687818,0,0
12736,107,59045,209.8730840269466,3,1
10019,943,59022,179.07693271842595,2,1
1369,27543,80,2.593588538366205,0,0
12300,171,63094,297.53689445596905,3,1
1500,39820,53,0.8864458155453399,0,0
1683,64421,53,2.4993222409697067,1,0
1558,5947,53,4.20861958262404,1,0
1045,51596,443,0.5323957510764278,0,0
1655,4983,443,5.952140406278755,0,0
8280,765,62314,147.38037071777939,3,1
1428,29513,22,0.6828665915116355,0,0
14591,786,65283,151.83255862410692,3,1
14802,737,57429,75.59816336896799,2,1
1898,62944,80,0.16733240661565973,1,0
8206,477,57358,249.88343906494313,2,1
13306,863,52873,274.0055409528725,3,1
1262,9406,80,4.857667949575803,0,0
1580,45756,443,3.473451885713015,0,0
1577,43927,22,5.019000671892065,0,0
1297,35961,22,2.674804416246005,1,0
1628,31122,443,4.1230393765363775,0,0
1642,40987,22,2.024076178577651,0,0
1460,56477,443,3.8820336715321395,0,0
1403,57601,80,5.0792481847552295,0,0
1302,59415,443,0.8418655030781446,0,0
1501,36867,53,2.186184569306012,0,0
1203,59355,80,2.082211295692899,1,0
1353,19293,22,4.313336698517358,0,0
1616,25685,53,4.099712373996282,1,0
1363,14335,443,4.9238748946222115,0,0
1560,16147,53,3.062879208692645,0,0
1378,41388,80,2.7261787523159335,1,0
1506,57648,53,1.550823353507866,0,0
1525,47515,53,2.9266409327239393,0,0
1498,45133,53,2.435135917943964,0,0
10470,731,56601,210.03498533087296,2,1
1462,46337,22,4.135156521726662,0,0
1695,37922,22,3.700825899892466,0,0
1447,64401,443,1.2354891775784782,0,0
1223,37806,80,0.5567446419278104,0,0
1623,10667,80,1.878867679264067,0,0
1206,56997,22,2.1491957551321392,0,0
1566,5641,443,0.5752808665802529,1,0
1789,62098,53,4.274635252426098,0,0
1257,50990,443,5.917286155207185,1,0
9575,833,58508,174.5870939441275,2,1
18369,719,56345,215.37073127247794,3,1
1733,15282,443,3.6471478543952136,0,0
1365,3443,80,5.407237332968215,0,0
2109,10489,22,2.2881824070649124,0,0
1421,40617,443,1.8103144330116627,0,0
13842,447,64581,36.88705144750255,2,1
12302,84,57230,240.86517695599957,2,1
1419,56739,22,4.266130180350917,1,0
1202,64331,443,5.695364936581931,0,0
1855,53782,80,5.768690191017718,0,0
6819,674,52360,166.2112709845963,3,1
16016,748,49689,161.6540952148923,2,1
1332,27507,80,4.399901496320564,1,0
1067,34468,443,0.7530676992770001,0,0
12832,180,61104,109.46744064280817,2,1
1998,50246,22,3.4578818925265673,0,0
1479,63307,53,1.6485733185355742,0,0
1433,28022,53,3.0372842629093277,0,0
1495,50318,53,4.319344337900131,0,0
1522,47123,22,3.9081223940408933,1,0
7981,255,64532,130.63156817868173,3,1
15499,787,52439,169.16257979833495,3,1
17766,390,55487,198.4845337281389,3,1
1620,21899,443,0.10487252784400028,0,0
8643,264,59319,87.64585661414345,3,1
1499,1410,22,2.0359600140039156,0,0
1262,4216,80,2.4893793690250727,0,0
12622,561,51390,110.2907888601214,3,1
13665,406,53991,99.53915835325688,3,1
1226,18340,443,1.456603555771032,0,0
1374,55608,22,4.524679220444873,0,0
1688,4079,22,4.256060364970539,0,0
876,30775,22,0.710726004386795,1,0
11363,430,53427,206.09151198544578,2,1
1560,31250,443,2.962760275460218,0,0
9181,528,58146,218.61147678651668,2,1
1546,51834,53,3.342685019367094,0,0
1124,59565,80,1.8176774864640826,0,0
1220,2432,22,1.4704937499074695,0,0
1252,33899,80,2.202060327236505,1,0
1738,42373,80,5.380216326306464,0,0
1445,28766,53,4.943062907183962,1,0
1471,49054,80,4.135626250200601,0,0
1542,23757,80,2.380031191483255,0,0
1453,35852,22,0.8026212079555127,0,0
1749,56918,22,3.7325880195965935,1,0
1708,35338,53,3.7883447094652385,1,0
1924,59414,22,3.8882527960024866,1,0
1709,25244,22,5.064454345094291,1,0
1419,26929,53,3.0607317418632785,0,0
1151,39145,80,1.3609101208389485,0,0
15998,918,53955,273.65654530441714,2,1
1307,65064,443,0.8262510504473705,0,0
1477,27275,443,4.02765342973354,0,0
14064,295,60574,254.63832812732662,2,1
1558,64107,53,2.8307841734825683,0,0
9638,811,64527,286.3473207253227,2,1
13419,796,49896,184.75252816372998,2,1
1203,30680,22,3.7619821226231096,0,0
19035,791,64705,270.72802963572894,3,1
1290,18873,80,3.1620959409584906,0,0
1343,48881,80,0.07497310694186297,1,0
1647,36322,443,2.641937885981199,1,0
1775,12608,443,5.719573646130598,0,0
12713,966,62854,188.71817604221852,2,1
10409,411,53170,45.30760382206856,3,1
9115,669,61108,243.9641979874193,2,1
981,3411,22,4.0122836857630455,0,0
1853,3364,80,2.0617599783799863,0,0
10854,411,58578,299.5630090761934,3,1
1476,5680,80,3.70368665912802,1,0
1483,30738,80,2.821936787000668,0,0
1847,63807,443,3.7327316520259624,0,0
1626,29514,22,4.34919687486613,0,0
1293,2693,53,1.8480366102219088,0,0
12845,501,62120,254.34924384632455,3,1
1468,45369,22,5.930317106655741,0,0
1672,58050,53,1.8964635424506502,0,0
1154,20732,53,3.590946928406393,1,0
15104,829,55274,145.7566735540497,2,1
1439,12207,443,3.971725453648207,0,0
1572,4847,80,4.167355506237628,0,0
1519,25829,53,4.059696300271285,1,0
1759,59608,80,5.711711276376601,0,0
9953,524,58745,144.43141481550126,3,1
1706,15712,80,4.922055750324001,0,0
9570,936,58313,66.95405162862419,3,1
1166,34610,53,0.14554999494667661,0,0
1648,50801,22,5.527184625875784,0,0
1491,30114,443,1.1616647174527692,1,0
11744,928,62925,55.57942181168032,3,1
1416,22402,80,1.4731019294013885,1,0
1311,60632,80,5.33407827443989,0,0
10373,379,54698,250.01650983269414,3,1
1391,42652,443,1.6763110195917446,0,0
1483,29791,443,1.7484734357085472,0,0
1624,37673,80,5.324294529364574,0,0
1006,43537,80,5.378592295444921,0,0
1297,11980,53,5.162132246158523,1,0
1467,21910,443,1.494031670811621,1,0
1304,14078,22,3.4694840633209525,0,0
10188,912,65186,163.7714035234104,2,1
1461,56010,80,3.2255239082004823,1,0
1963,8022,443,4.6550667589481005,1,0
14075,329,59312,140.40079537045568,3,1
1108,9844,22,1.4303038305508682,0,0
1688,24810,443,5.67114426353988,0,0
1604,64418,443,3.8540656428333646,0,0
1419,37979,22,4.863117477945859,0,0
1707,25284,53,1.5224329905329579,0,0
1421,52239,443,2.823410544643166,0,0
1383,9277,80,5.123161784990662,0,0
1595,61835,80,3.3630499519178887,0,0
1471,44699,80,3.3086259953484607,1,0
1350,27986,53,3.6369262433787872,0,0
14943,974,49613,242.71749558708888,2,1
1310,36916,22,4.835191044741748,0,0
1877,43621,80,1.0056534574917624,0,0
1495,49815,53,0.8605552809947716,0,0
1720,64376,443,5.1717295946680135,0,0
13236,302,58238,148.4658541740667,2,1
1405,61611,53,5.321002288551879,0,0
1602,26776,22,1.6920990503435855,1,0
7007,960,59602,254.75363096467157,2,1
1164,38982,53,0.17484882790350392,0,0
